date,favorites,geo,hashtags,id,mentions,permalink,retweets,text,username
2018-03-30 11:33:01,3,,#agriculture #Canada #AI #mining #oil #gas #NaturalResources #IoT,979743304094019584,@Bioenterprise03,https://twitter.com/3DSNR/status/979743304094019584,2,RT @Bioenterprise03 The #agriculture industry isn't the only resource sector in #Canada that has been shaken awake by the potential of #AI . In #mining and #oil and #gas it is also a major trend. Read article in globeandmail -> http:// 3ds.one/HJGkXH #NaturalResources #IoT pic.twitter.com/nVqbW6eiVw,3DSNR
2018-03-30 10:58:13,0,,#farming #farm #agritech #agriculture #success #agri #agrifood #vegan #brexit #politics #foodtech #tech #ai #IoT #business,979734549608333313,,https://twitter.com/99reviewz/status/979734549608333313,0,Are you a #farming fanatic that simply doesn't have the time? Here is something that could help make your life a hell of a lot easier: #farm #agritech #agriculture #success #agri #agrifood #vegan #brexit #politics #foodtech #tech #ai #IoT #business pic.twitter.com/CK5J1ryZ7C,99reviewz
2018-03-30 08:41:25,0,,#AI #AGRICULTURE #COMPUTING #ITPROTV,979700119523266560,,https://twitter.com/Zach_ITProTV/status/979700119523266560,0,A.I. advances in agriculture? Sounds interesting to me... https://www. techopedia.com/the-6-most-ama zing-ai-advances-in-agriculture/2/33177 … #AI #AGRICULTURE #COMPUTING #ITPROTV,Zach_ITProTV
2018-03-30 05:02:01,1,,#AI #NaturalResources #Mining #Oil #Gas #Forest #Agriculture,979644907378872320,,https://twitter.com/3DSNR/status/979644907378872320,0,"How do you scale up or down without escalating costs ? When more information is available, and the ability to simulate it in what-if scenarios, the options become more robust. More on #AI and #NaturalResources -> http:// 3ds.one/eBkFe9 #Mining #Oil #Gas #Forest #Agriculture pic.twitter.com/evxAxlKPQW",3DSNR
2018-03-30 03:01:35,1,,#foodinsecurity #globalhunger #Farmers #farming #gardenchat #agriculture #agricultura #Agribusiness #agritech #AI,979614598449061888,,https://twitter.com/saillog_ltd/status/979614598449061888,1,AgrioShield is the first-ever alert system that sends notifications if crop diseases and pests are detected on nearby farms. Read more: https://www. saillog.co/agrioShield.ht ml … #foodinsecurity #globalhunger #Farmers #farming #gardenchat #agriculture #agricultura #Agribusiness #agritech #AI pic.twitter.com/bj6loiLwQA,saillog_ltd
2018-03-30 01:09:35,1,,#agritech #Robotics #robots #farming #driverless #Digital #numerique #agriculture #DigitalTransformation #TransfoNum #innovation #disruption #AI #ArtificialIntelligence #IoT,979586415624441858,@MikeQuindazzi,https://twitter.com/GOGLINJF/status/979586415624441858,2,Next in #agritech ? #Robotics researchers are pioneering #robots for #farming and #driverless tractors by @MikeQuindazzi #Digital #numerique #agriculture #DigitalTransformation #TransfoNum #innovation #disruption #AI #ArtificialIntelligence #IoT pic.twitter.com/5dlb84h19L,GOGLINJF
2018-03-29 18:01:06,1,,#agriculture #ML #AI #machinelearning #acquisition #ArtificialIntelligence,979478582891286534,,https://twitter.com/MaribelLopez/status/979478582891286534,0,ICYMI: Big changes in #agriculture based on #ML #AI - Deere to advance #machinelearning capabilities in #acquisition of Blue River Technology http:// ow.ly/IpRQ30j595z #ArtificialIntelligence,MaribelLopez
2018-03-29 13:02:02,1,,#Alphabet #AI #agriculture #FoodTech,979403317603459072,@MIT,https://twitter.com/JohnHotta/status/979403317603459072,1,From @MIT : #Alphabet X is exploring new ways to use #AI in #agriculture and food production #FoodTech https:// buff.ly/2pKhwLG,JohnHotta
2018-03-29 12:09:00,6,,#AI #Robotics #Agriculture #agritech #iot #bigdata #drones #DataAnalytics,979389974763237376,@JensRoehrich @cbinsights,https://twitter.com/JensRoehrich/status/979389974763237376,4,RT @JensRoehrich : 5 use cases for #AI & #Robotics in #Agriculture . Hashtags #agritech #iot #bigdata #drones #DataAnalytics Link http:// bit.ly/2Dt9DyV via @cbinsights . https:// twitter.com/JensRoehrich/s tatus/974614531942047744 …,JensRoehrich
2018-03-29 11:31:33,1,,#Technology #Agriculture #Agritech #tech #startup #entrepreneur #agriculture #foodtech #agriculture #research #IoT #AI #ML #drones #organic #farming #robots #funding #digital,979380550132752384,,https://twitter.com/sodiotech/status/979380550132752384,0,Agritech: #Technology in #Agriculture is on the rise. Here's how to make top-notch buyer-vendor #Agritech platform: https:// sodio.tech/how-to-make-a- vendor-buyer-agritech-platform/ … #tech #startup #entrepreneur #agriculture #foodtech #agriculture #research #IoT #AI #ML #drones #organic #farming #robots #funding #digital,sodiotech
2018-03-29 10:47:43,9,,#AIforHumanity #AI #agriculture,979369518022656000,@hiphen_plant,https://twitter.com/EtienneDavid/status/979369518022656000,1,"Proud to join @hiphen_plant the same day the report #AIforHumanity is released! #AI is changing #agriculture , starting by bringing more intelligence for plant breeding.",EtienneDavid
2018-03-29 10:21:25,0,,#IA #AI #innovation #sant #transport #industrie #agriculture #services #rupture #inno2018,979362898593091584,,https://twitter.com/Pierrick_Com/status/979362898593091584,1,"Jamais autant entendu parler d' #IA / #AI et d' #innovation qu'en ce moment, dans tous les secteurs économiques ( #santé , #transport , #industrie , #agriculture , #services ...). Une dynamique englobant toute la société. #rupture #inno2018",Pierrick_Com
2018-03-29 06:55:36,0,,#AI #Agriculture,979311102424223745,@Techopedia,https://twitter.com/timurhyat/status/979311102424223745,0,The 6 Most Amazing #AI Advances in #Agriculture http:// bit.ly/2phdJVU via @Techopedia,timurhyat
2018-03-29 06:46:30,0,,#DigitalEconomy #transport #energy #IoT #agriculture #healthcare #AI #ML #DLT,979308813366022144,,https://twitter.com/Volker_Straub/status/979308813366022144,0,"Today‘s #DigitalEconomy is disconnected and systems such as #transport #energy #IoT #agriculture #healthcare poorly optimized. Combining #AI #ML and #DLT , http:// Fetch.ai is a self-organizing framework for new types of economic interactions. http://www. the-blockchain.com/2018/03/29/dee pminds-ai-pioneers-launch-fetch-ai-the-worlds-first-smart-ledger/ …",Volker_Straub
