date,favorites,geo,hashtags,id,mentions,permalink,retweets,text,username
2018-03-30 17:12:10,0,,#content #industry #AI #contentmarketing #SEO,979828655508611072,,https://twitter.com/bobsseo/status/979828655508611072,1,sewatch: Looking through the artificial intelligence mirror: insights and automation http:// bit.ly/2osFIBr #content #industry #AI #contentmarketing #SEO pic.twitter.com/M56Q6WgMLy,bobsseo
2018-03-30 17:02:20,0,,#content #industry #AI #contentmarketing #SEO,979826182475649024,,https://twitter.com/hasaantariq5/status/979826182475649024,0,Looking through the artificial intelligence mirror: insights and automation http:// bit.ly/2osFIBr #content #industry #AI #contentmarketing #SEO pic.twitter.com/2rNkveJZ1p,hasaantariq5
2018-03-30 17:01:45,0,,#content #industry #AI #contentmarketing #SEO,979826034274074625,,https://twitter.com/zunedseo/status/979826034274074625,0,Looking through the artificial intelligence mirror: insights and automation http:// bit.ly/2osFIBr #content #industry #AI #contentmarketing #SEO pic.twitter.com/zxaAEt3drf seo,zunedseo
2018-03-30 17:00:03,6,,#content #industry #AI #contentmarketing #SEO,979825604680876032,,https://twitter.com/sewatch/status/979825604680876032,4,Looking through the artificial intelligence mirror: insights and automation http:// bit.ly/2osFIBr #content #industry #AI #contentmarketing #SEO pic.twitter.com/8fGiYogMWA,sewatch
2018-03-30 10:05:00,2,,#AIforHumanity #mobility #security #industry #AI #FrenchTech,979721156851896320,@VillaniCedric,https://twitter.com/AsterCapital/status/979721156851896320,1,"According to @VillaniCedric 's #AIforHumanity report, #mobility & #security are some of the areas in which ""our #industry can take a global leading role and compete with the giants""! #AI #FrenchTech http:// bit.ly/2E3POia",AsterCapital
2018-03-30 07:56:47,1,,#Conference #AI #Chatbots #industry #SanFrancisco #VoiceBot #Robotic,979688888720531456,,https://twitter.com/OptiSol/status/979688888720531456,0,"SuperBot 2018 is the premier #Conference for #AI , #Chatbots & Voice Assistants. Join us as we learn from & share with experts in the #industry . DATE & TIME: Tue, April 3, 2018 & 8:00 AM – 7:00 PM PDT, #SanFrancisco , CA. https:// sb2018.dashbot.io #VoiceBot #Robotic pic.twitter.com/ux9cOybHVc",OptiSol
2018-03-30 02:25:02,2,,#FinancialTechnology #Corporate #technology #banking #Report #fintech #FinancialServices #BigData #Analytics #industry #blockchain #IoT #AI #ML #innovation,979605403175718912,@ReportLinker,https://twitter.com/yechteconsult/status/979605403175718912,1,#FinancialTechnology and The #Corporate - The role of #technology in corporate #banking as told by global treasurers | http:// ow.ly/G2Jg30jepvb | #Report via @ReportLinker | #fintech #FinancialServices #BigData #Analytics #industry #blockchain #IoT #AI #ML #innovation,yechteconsult
2018-03-30 01:55:03,0,,#Chatbots #business #brand #industry #IBMWatson #AI #selling #socialselling #fintech #IBMPartner,979597855647195137,,https://twitter.com/TelecomReseller/status/979597855647195137,0,Top-10 Benefits of #Chatbots 10 - Demonstrate #business #brand #industry leadership Get an #IBMWatson #AI Chatbot today here: https:// telecomreseller.com/2018/03/18/cha tbots-accelerate-sales-support-get-an-ibm-watson-assistant-ai-driven-chatbot-now/ … #selling #socialselling #fintech #IBMPartner pic.twitter.com/FEVsThxg4J,TelecomReseller
2018-03-29 17:47:14,11,,#Assistant #Automotive #industry #ConnectedCar #ArtificialIntelligence #DigitalTransformation #AI #IoT #CX #UX,979475090806013954,@IBMWatson @IBM @IBMIoT,https://twitter.com/WSWMUC/status/979475090806013954,8,"Introducing @IBMWatson #Assistant for #Automotive - designed to enhance vehicle experiences, helping the automotive #industry , better understand and interact with drivers and passengers @IBM @IBMIoT #ConnectedCar #ArtificialIntelligence #DigitalTransformation #AI #IoT #CX #UX pic.twitter.com/OAgAqBrVTG",WSWMUC
2018-03-29 17:10:08,0,,#4IR #G20 #Industry40 #PwC #AI #Industry #digital #digitalTransformation #business #future #blockchain,979465754285367298,,https://twitter.com/eraser/status/979465754285367298,0,Enabling a sustainable Fourth Industrial Revolution #4IR : How #G20 countries can create ... #Industry40 http:// klou.tt/uqhvqrf86zlk #PwC #AI #Industry #digital #digitalTransformation #business #future #blockchain,eraser
